공통날짜,return
2020Q1,0.0
2020Q2,0.0
2020Q3,0.0
2020Q4,0.0
2021Q1,0.0
2021Q2,0.0
2021Q3,0.0
2021Q4,0.0
2022Q1,-0.000352983277303931
2022Q2,0.042997410395793745
2022Q3,0.05357545853141055
2022Q4,-0.07628327964038195
2023Q1,0.038305310967007955
2023Q2,0.053736717181636307
2023Q3,0.0020355425787328407
2023Q4,-0.01925105288380269
2024Q1,0.00786403339063746
2024Q2,-0.02112144540787919
2024Q3,-0.05316551509276912
2024Q4,-0.004709670119508291
2025Q1,-0.05735063587050826
2025Q2,-0.02784364733935174
2025Q3,-0.04571477439755944
2025Q4,0.24126483482802286
