train_start,test_start,ENTRY,EXIT,VIX_Q,FX_Q,sharpe,ann_ret,ann_vol,mdd
2020-07-03,2022-07-03,0.8,0.1,0.9,0.9,1.0463217287389774,0.14714758713114115,0.14063321356088324,-0.09017458384549693
2021-01-03,2023-01-03,0.8,0.1,0.9,0.9,-1.932964498314171,-0.2612543608066426,0.1351573508124411,-0.17000088989945383
2021-07-03,2023-07-03,1.0,0.1,0.9,0.85,0.354521754311492,0.04743780744647761,0.1338078887108223,-0.046810533088475936
2022-01-03,2024-01-03,1.5,0.1,0.9,0.8,-1.588464489930308,-0.11261233281220467,0.07089383081969015,-0.07281429373000647
2022-07-03,2024-07-03,1.5,0.1,0.9,0.9,-1.2426281245358632,-0.08966703728809962,0.07215918867246897,-0.09083335704470219
2023-01-03,2025-01-03,1.5,0.1,0.75,0.9,2.0490040113678267,0.06768504307508035,0.033033143273300244,-0.0075041367906898415
2023-07-03,2025-07-03,1.5,0.1,0.75,0.9,0.7889235335036162,0.12637581574806522,0.1601876612639873,-0.09333034986172495
