공통날짜,return
2000Q1,0.0
2000Q2,0.0
2000Q3,0.0
2000Q4,0.0
2001Q1,0.0
2001Q2,0.0
2001Q3,0.0
2001Q4,0.0
2002Q1,0.0
2002Q2,-0.08485388717131392
2002Q3,0.03413818569486815
2002Q4,-0.00019999999999997797
2003Q1,0.19450127539691864
2003Q2,0.11020092697687467
2003Q3,0.013816574894756073
2003Q4,-0.01663094730002601
2004Q1,-0.013141919424329962
2004Q2,-0.00521324177334459
2004Q3,0.0012602293007879517
2004Q4,0.10476784544202844
2005Q1,-0.005361272624612279
2005Q2,-0.023300354377079002
2005Q3,0.0767571253447521
2005Q4,0.07235469693509922
2006Q1,0.010396399456063854
2006Q2,0.05207243403286754
2006Q3,0.07042020408343497
2006Q4,-0.00637412880901822
2007Q1,0.012012552271057686
2007Q2,-0.021099549617304203
2007Q3,0.0
2007Q4,0.0
2008Q1,0.0
2008Q2,-0.02115885748756252
2008Q3,-0.01257580623009813
2008Q4,0.0
2009Q1,0.0640579676596138
2009Q2,0.13099791977309705
2009Q3,0.2221389270549552
2009Q4,-0.06236940747255415
2010Q1,0.0
2010Q2,0.0
2010Q3,0.0
2010Q4,0.0357798818262165
2011Q1,-0.009898640978085793
2011Q2,-0.026694373991274944
2011Q3,-0.031123823173732745
2011Q4,0.04117490175554339
2012Q1,0.0
2012Q2,-0.09910800588144864
2012Q3,-0.07733184449804209
2012Q4,0.06616808003152452
2013Q1,0.006100156165425252
2013Q2,-0.0019653710324581963
2013Q3,-0.016562067447296713
2013Q4,-0.019674992566986904
2014Q1,0.004558580401232248
2014Q2,-0.006339302719586937
2014Q3,0.011624854620698288
2014Q4,-0.02467254223359605
2015Q1,-0.002727303237769041
2015Q2,0.006015474059662296
2015Q3,-0.006425485018454413
2015Q4,-0.023033549435286682
2016Q1,-0.0005704956064773725
2016Q2,-0.026862466819040365
2016Q3,0.045498429644433847
2016Q4,0.0017164695123583762
2017Q1,0.011448138539413177
2017Q2,0.014250007060732095
2017Q3,0.015936330610075045
2017Q4,0.06354245056014163
2018Q1,-0.0007383809079919423
2018Q2,-0.026440277871647155
2018Q3,-0.006261904900519144
2018Q4,0.007896796171437348
2019Q1,-0.0037408076025894355
2019Q2,0.015272976225320978
2019Q3,-0.029572621477786276
2019Q4,0.04536366894282384
2020Q1,-0.043824873541105425
2020Q2,0.0
2020Q3,0.022048281599578612
2020Q4,-0.04253832690531112
2021Q1,0.03309969785644884
2021Q2,0.0
2021Q3,0.014628668300523673
2021Q4,0.07959069922674411
2022Q1,0.0
2022Q2,-0.005413326934384122
2022Q3,0.0
2022Q4,-0.07610188010663499
2023Q1,0.07704825775244761
2023Q2,-0.03550281965720692
2023Q3,0.0319572449092973
2023Q4,-0.005166640562974112
2024Q1,-0.02607998858762317
2024Q2,0.0
2024Q3,0.03623106822756528
2024Q4,0.0008074017262615918
2025Q1,-0.032580367458139636
2025Q2,-0.006874314305112872
2025Q3,0.054166332373353
2025Q4,0.06998931469425917
