공통날짜,Strategy_Net_Return,Equity
2005-02-22,-0.0,1.0
2005-02-23,-0.0,1.0
2005-02-24,0.0,1.0
2005-02-25,0.0,1.0
2005-02-28,0.0,1.0
2005-03-02,-0.0,1.0
2005-03-03,0.0,1.0
2005-03-04,0.0,1.0
2005-03-07,-0.0,1.0
2005-03-08,-0.0,1.0
2005-03-09,0.0,1.0
2005-03-10,-0.0,1.0
2005-03-11,-0.0002,0.9998
2005-03-14,0.003795935320225041,1.003595176133161
2005-03-15,0.02713912610271496,1.0308318721743153
2005-03-16,-0.0017179451359341513,1.0290609595735476
2005-03-17,0.011693286071293052,1.0410940637586403
2005-03-18,-0.001104536601446604,1.03994413725967
2005-03-21,-0.0001576913982610506,1.0397801470145522
2005-03-22,-0.00023649048236062953,1.0395342489060357
2005-03-23,0.013570021351825723,1.0536407508596448
2005-03-24,0.010925558550185954,1.0651523645740237
2005-03-28,-0.023312567815620078,1.0403209278409238
2005-03-29,0.020650524538259774,1.061804100688968
2005-03-30,0.005169222398125228,1.0672928022286707
2005-03-31,-0.010592005552909645,1.0559880309408842
2005-04-01,0.0,1.0559880309408842
2005-04-04,0.0,1.0559880309408842
2005-04-06,0.0,1.0559880309408842
2005-04-07,0.0,1.0559880309408842
2005-04-08,0.0,1.0559880309408842
2005-04-11,-0.0,1.0559880309408842
2005-04-12,-0.0,1.0559880309408842
2005-04-13,0.0,1.0559880309408842
2005-04-14,-0.0002,1.055776833334696
2005-04-15,-0.007163237793039734,1.048214052821137
2005-04-18,-0.021886325976048226,1.025272498368419
2005-04-19,0.005960012819336203,1.0313831356020076
2005-04-20,0.0,1.0313831356020076
2005-04-21,0.0,1.0313831356020076
2005-04-22,0.0,1.0313831356020076
2005-04-25,0.0,1.0313831356020076
2005-04-26,-0.0,1.0313831356020076
2005-04-27,-0.0,1.0313831356020076
2005-04-28,-0.0002,1.031176858974887
2005-04-29,-0.006611874557900244,1.0243588469363356
2005-05-02,0.007256397874710419,1.0317920022961853
2005-05-03,-0.0,1.0317920022961853
2005-05-04,-0.0002,1.031585643895726
2005-05-06,-0.01086201135788123,1.0203805489151034
2005-05-09,0.006453236592001588,1.026965306011129
2005-05-10,0.0006642311768629838,1.0276474483849383
2005-05-11,0.011527986658014022,1.039494154459062
2005-05-12,0.0027764941482928407,1.0423803038961021
2005-05-13,-0.0015154069241196666,1.040800673566012
2005-05-16,-0.006740355361849492,1.033785307165325
2005-05-17,-0.0,1.033785307165325
2005-05-18,0.0,1.033785307165325
2005-05-19,-0.0002,1.0335785501038919
2005-05-20,0.0001625619771123965,1.0337465706764977
2005-05-23,0.0012200579007419776,1.0350078013474164
2005-05-24,-0.0003254943474093608,1.0346709121585533
2005-05-25,0.012608649108618586,1.0477167146328548
2005-05-26,-0.00291526887521123,1.044662338704647
2005-05-27,0.0,1.044662338704647
2005-05-31,0.0,1.044662338704647
2005-06-01,0.0,1.044662338704647
2005-06-02,0.0,1.044662338704647
2005-06-03,0.0,1.044662338704647
2005-06-07,-0.0,1.044662338704647
2005-06-08,0.0,1.044662338704647
2005-06-09,0.0,1.044662338704647
2005-06-10,0.0,1.044662338704647
2005-06-13,-0.0,1.044662338704647
2005-06-14,-0.0,1.044662338704647
2005-06-15,0.0,1.044662338704647
2005-06-16,0.0,1.044662338704647
2005-06-17,0.0,1.044662338704647
2005-06-20,-0.0,1.044662338704647
2005-06-21,-0.0,1.044662338704647
2005-06-22,0.0,1.044662338704647
2005-06-23,0.0,1.044662338704647
2005-06-24,-0.0,1.044662338704647
2005-06-27,-0.0,1.044662338704647
2005-06-28,0.0,1.044662338704647
2005-06-29,0.0,1.044662338704647
2005-06-30,0.0,1.044662338704647
2005-07-01,-0.0002,1.044453406236906
2005-07-05,0.0003829510252444379,1.0448533807396445
2005-07-06,-0.0008422987595499976,1.0439733020331359
2005-07-07,-0.008356465541541814,1.0352493751084064
2005-07-08,-0.0,1.0352493751084064
2005-07-11,0.0,1.0352493751084064
2005-07-12,0.0,1.0352493751084064
2005-07-13,0.0,1.0352493751084064
2005-07-14,0.0,1.0352493751084064
2005-07-15,-0.0,1.0352493751084064
2005-07-18,0.0,1.0352493751084064
2005-07-19,-0.0002,1.0350423252333847
2005-07-20,0.0006492804037208089,1.0357143579321804
2005-07-21,-0.00036076337921464585,1.0353407101205117
2005-07-22,0.0018051198085453635,1.0372096241449436
2005-07-25,-0.015832040671247792,1.0207884791908712
2005-07-26,-0.0,1.0207884791908712
2005-07-27,0.0,1.0207884791908712
2005-07-28,0.0,1.0207884791908712
2005-07-29,0.0,1.0207884791908712
2005-08-01,0.0,1.0207884791908712
2005-08-02,0.0,1.0207884791908712
2005-08-03,-0.0,1.0207884791908712
2005-08-04,-0.0,1.0207884791908712
2005-08-05,-0.0002,1.020584321495033
2005-08-08,-0.0014936522567827737,1.0190599234199949
2005-08-09,0.011465093740209653,1.0307435409688959
2005-08-10,0.004143118879020413,1.0350140339929124
2005-08-11,0.018400102522094564,1.0540583983301886
2005-08-12,0.004735929782550663,1.0590503448913882
2005-08-16,-0.01198609100761061,1.0463564710758786
2005-08-17,-0.0029843517308831835,1.0432337753303025
2005-08-18,-0.019016115241872633,1.0233955216344075
2005-08-19,-0.0034061912012877116,1.0199096408131791
2005-08-22,0.026099418852944645,1.0465286897209187
2005-08-23,-0.0009006825010455799,1.045586099643245
