공통날짜,return
2000,0.0
2001,0.0
2002,-0.029084185531536688
2003,0.27689230683622323
2004,0.004188942932025652
2005,0.1737054172719139
2006,0.20506417089641737
2007,0.03390853585380116
2008,0.02118739690616467
2009,0.23390696977958636
2010,0.03411223488603765
2011,0.2142010660452247
2012,0.09322147353781718
2013,-0.03360567045898377
2014,-0.06887934928062456
2015,0.11626097653458989
2016,0.06414920994158924
2017,0.02630122434978066
2018,-0.07751091331144966
2019,0.021211399370519635
2020,0.3309241826634428
2021,0.06470939570110179
2022,-0.10840480574016009
2023,0.09006980103412143
2024,0.04173496250569886
2025,0.4496341029068174
