공통날짜,Strategy_Net_Return,Equity
2005-02-22,-0.0,1.0
2005-02-23,-0.0,1.0
2005-02-24,-0.0002,0.9998
2005-02-25,-0.010274862714936717,0.9895271922576063
2005-02-28,-0.01323198011759441,0.9764337881238346
2005-03-02,0.005440834909316905,0.9817464031648954
2005-03-03,-0.003604989522592028,0.9782072176676435
2005-03-04,-0.0,0.9782072176676435
2005-03-07,0.00383553707404527,0.9819591677171065
2005-03-08,0.006941258781255399,0.988775200412857
2005-03-09,-0.008093465384126475,0.9807725825556328
2005-03-10,0.011582246687647846,0.9921321325512736
2005-03-11,-0.0246244175981305,0.9677014566068073
2005-03-14,0.003795935320225041,0.9713747887453743
2005-03-15,0.026939126102714962,0.9975427766723841
2005-03-16,0.0,0.9975427766723841
2005-03-17,-0.0002,0.9973432681170497
2005-03-18,0.001104536601446604,0.9984448702608913
2005-03-21,0.0001576913982610506,0.9986023164285693
2005-03-22,0.00023649048236062953,0.998838476372068
2005-03-23,-0.013570021351825723,0.985284216920674
2005-03-24,-0.010925558550185954,0.9745194365201331
2005-03-28,0.023312567815620078,0.9972379869716486
2005-03-29,-0.020650524538259774,0.9766444994512058
2005-03-30,-0.005369222398125228,0.9714006779297466
2005-03-31,0.0,0.9714006779297466
2005-04-01,0.0,0.9714006779297466
2005-04-04,0.0,0.9714006779297466
2005-04-06,0.0,0.9714006779297466
2005-04-07,0.0,0.9714006779297466
2005-04-08,0.0,0.9714006779297466
2005-04-11,-0.0,0.9714006779297466
2005-04-12,-0.0,0.9714006779297466
2005-04-13,0.0,0.9714006779297466
2005-04-14,-0.0002,0.9712063977941606
2005-04-15,-0.007163237793039734,0.9642494154206395
2005-04-18,-0.022086325976048225,0.9429526885094452
2005-04-19,0.0,0.9429526885094452
2005-04-20,0.0,0.9429526885094452
2005-04-21,0.0,0.9429526885094452
2005-04-22,-0.0002,0.9427640979717434
2005-04-25,0.00591523249586956,0.948340766800005
2005-04-26,-0.0013114755978103076,0.9470970410259381
2005-04-27,-0.01620673805752837,0.9317476873669704
2005-04-28,-0.01342752634879929,0.9192366207444177
2005-04-29,-0.006811874557900243,0.9129748961948786
2005-05-02,0.0,0.9129748961948786
2005-05-03,-0.0,0.9129748961948786
2005-05-04,-0.0002,0.9127923012156396
2005-05-06,-0.01086201135788123,0.9028775408724488
2005-05-09,0.006453236592001588,0.9087040232573033
2005-05-10,0.0006642311768629838,0.9093076128000915
2005-05-11,0.011527986658014022,0.9197900988284816
2005-05-12,0.0027764941482928407,0.9223438906555366
2005-05-13,-0.0017154069241196667,0.9207616955590866
2005-05-16,0.0,0.9207616955590866
2005-05-17,-0.0,0.9207616955590866
2005-05-18,0.0,0.9207616955590866
2005-05-19,-0.0002,0.9205775432199748
2005-05-20,0.0001625619771123965,0.9207271941254859
2005-05-23,0.0012200579007419776,0.9218505346131066
2005-05-24,-0.0003254943474093608,0.9215504774749338
2005-05-25,0.012408649108618585,0.9329856739858002
2005-05-26,0.0,0.9329856739858002
2005-05-27,-0.0002,0.932799076851003
2005-05-31,-0.007638842274931612,0.9256735718287364
2005-06-01,-0.00048049972895292115,0.9252287859283739
2005-06-02,-0.0011202689816895983,0.924192280818532
2005-06-03,-0.005264429482980226,0.9193269357274482
2005-06-07,0.007265791076438433,0.9260065731733862
2005-06-08,-0.006629152506471669,0.9198679343778245
2005-06-09,-0.01265639422442355,0.9082257231659326
2005-06-10,-0.003609262450840589,0.9049476981664223
2005-06-13,0.0002349900140057315,0.9051603518386888
2005-06-14,0.0056927689671515186,0.910313220599932
2005-06-15,-0.0002,0.910131157955812
2005-06-16,-0.0,0.910131157955812
2005-06-17,-0.00046403713129716806,0.90970882330417
2005-06-20,0.009009769685420999,0.917905090282936
2005-06-21,0.003987027913820995,0.9215648035001325
2005-06-22,-0.012300661128386459,0.9102289471444293
2005-06-23,-0.008858818479082764,0.9021653941272701
2005-06-24,0.010097592251619325,0.9112750924206887
2005-06-27,0.012708236361636871,0.9228557916856434
2005-06-28,-0.0036809377035744717,0.9194588170070656
2005-06-29,-0.004023201317484148,0.9157596490831104
2005-06-30,0.0,0.9157596490831104
2005-07-01,-0.0002,0.9155764971532938
2005-07-05,0.0003829510252444379,0.9159271181115684
2005-07-06,-0.0010422987595499976,0.9149724484125225
2005-07-07,-0.0002,0.91478945392284
2005-07-08,0.003346010726327897,0.9178503492479974
2005-07-11,-0.019611429561289917,0.899849991775915
2005-07-12,-0.0030343421674801307,0.8971195390014627
2005-07-13,0.0,0.8971195390014627
2005-07-14,-0.0002,0.8969401150936624
2005-07-15,0.003656846026389715,0.9002200869894522
2005-07-18,-0.0021957119265811897,0.8982434630079015
2005-07-19,-0.013651097844394222,0.8859814536062931
2005-07-20,0.0006492804037208089,0.8865567040021798
2005-07-21,-0.00036076337921464585,0.8862368668097785
2005-07-22,0.0016051198085453634,0.8876593831597581
2005-07-25,-0.0002,0.8874818512831262
2005-07-26,0.0001423082398872566,0.8876081472633142
2005-07-27,-0.0014221718958227214,0.886345815901773
2005-07-28,-0.011656378667250777,0.8760142334414885
2005-07-29,-0.006580352761026198,0.8702497507617636
2005-08-01,-0.004455590774076867,0.8663722740011268
2005-08-02,-0.0023589825689951383,0.8643285169084974
2005-08-03,0.0006238952058463809,0.864867767326473
2005-08-04,0.004796172263493048,0.8690158221237133
2005-08-05,0.01984443419014248,0.88626094941604
