Ann.Ret,Ann.Vol,Sharpe,MDD,Total,ENTRY,EXIT,VIX_Q
0.06437462338536673,0.09980858331344428,0.6449808347965543,-0.1476129645307418,2.836691811569487,2.0,0.0,0.85
0.06207348123898138,0.10150353807893209,0.6115400745017504,-0.1718024438313358,2.627884379620775,2.0,0.0,0.9
0.028653966009714,0.052505284748809576,0.5457348940549009,-0.10857980631167696,0.8546271723634382,2.0,0.5,0.9
0.026519617305688276,0.05108555820609959,0.5191216116049377,-0.09164899830010897,0.7700756296095457,2.0,0.5,0.85
0.022879945434375364,0.04569331844521355,0.5007284700017685,-0.09595361139193537,0.6396021487615338,2.0,0.5,0.75
0.03477710867893474,0.072088385929898,0.4824231841277952,-0.14902747500803526,1.071913432736065,2.5,0.0,0.85
0.03954325976869471,0.08419753417619245,0.4696486679282811,-0.1512167391232565,1.2592225810433795,2.0,0.0,0.75
0.034160276649649775,0.07379408759872758,0.462913463140898,-0.18828941949417655,1.0374258428126941,2.5,0.0,0.9
0.020803882870391626,0.047285663452576815,0.43996174213048767,-0.09595361139193537,0.5616803360165517,2.0,0.5,0.8
0.011605130689593717,0.031615244381696724,0.36707388845339345,-0.0674324865358702,0.2858847201538759,2.5,0.5,0.9
0.031066066002100816,0.0869611273027434,0.35724083812700025,-0.15121673912325617,0.8546355859791253,2.0,0.0,0.8
0.019054178463245718,0.05765456293589425,0.3304886463961567,-0.23420807935766885,0.48253260744846793,2.0,0.2,0.75
0.020648229702296884,0.06435810928157543,0.32083337955063423,-0.16525817220186012,0.5227740121802891,2.0,0.2,0.85
0.020819166416072246,0.06610156165116442,0.3149572551090479,-0.16525817220186012,0.5247402304387594,2.0,0.2,0.9
0.019897023295295555,0.06783023325160918,0.29333561660461377,-0.22833287311279626,0.48952596017040495,2.0,0.1,0.75
0.016274857146811605,0.05897404419159013,0.2759664420153917,-0.23420807935766885,0.38967614504455894,2.0,0.2,0.8
0.01951325259959148,0.07451671874072614,0.2618640880778177,-0.18509482918003328,0.4607186372865102,2.0,0.1,0.85
0.018010934509804063,0.06896010143137395,0.2611790605866169,-0.1589300694557917,0.42445469742899533,2.5,0.0,0.8
0.01937794479886973,0.07615904139803947,0.2544405029678927,-0.18509482918003328,0.4521687040091291,2.0,0.1,0.9
0.010006456983114415,0.04189833954261379,0.23882705358614725,-0.15207022871994424,0.22952356067877933,2.5,0.2,0.9
0.016149023055501813,0.06773239602668175,0.2384239153320406,-0.1589300694557917,0.3682491800652292,2.5,0.0,0.75
0.006451142607435144,0.03003615893395582,0.21477921400070032,-0.07617227462858522,0.14549820521102697,2.5,0.5,0.85
0.014578307170843326,0.069325738620135,0.21028708039771532,-0.22833287311279626,0.3174343071381487,2.0,0.1,0.8
0.02722865604438099,0.13467602024671918,0.20217894762927777,-0.6152969163576946,0.5084860282123624,1.0,0.0,0.75
0.01521095282526271,0.07853344806352242,0.19368757135124398,-0.31293912853501005,0.3159447826025352,1.5,0.5,0.9
0.006938567769103537,0.039746574283753035,0.17457020873217174,-0.15207022871994424,0.1492946070293959,2.5,0.2,0.85
0.019889341055421936,0.11764730917648272,0.16905903921343357,-0.4509745066977322,0.3413102273783175,1.5,0.0,0.75
0.011427996078126303,0.0703174575928772,0.1625200408167758,-0.2690149618772554,0.22469323167945388,1.5,0.5,0.75
0.012346424347821728,0.07627720466534643,0.1618625695840535,-0.27726747191217094,0.23818836411388866,1.5,0.5,0.85
0.010536515242953307,0.07258782531473934,0.14515540584481199,-0.2847088982321032,0.19582064054866,1.5,0.5,0.8
0.006929585791151456,0.04845934315337708,0.14299793064092617,-0.20295022477300206,0.13907583960574854,2.5,0.1,0.9
0.017302787363309105,0.12174051422942135,0.14212842349837468,-0.47081545257363433,0.251110936276735,1.5,0.0,0.8
0.016188768710333937,0.129117656441865,0.12537997634446613,-0.505587106808016,0.19454675998108928,1.5,0.0,0.85
0.002828967622312916,0.027518424298824326,0.10280267473140817,-0.07617227462858533,0.05698861114003462,2.5,0.5,0.8
0.012739932098830679,0.1349963762192864,0.09437240062011809,-0.5677053633931138,0.08553538256410387,1.5,0.0,0.9
0.004167941091637685,0.04639594364411969,0.08983417006469137,-0.20295022477300206,0.07240061466466097,2.5,0.1,0.85
0.0021649207213022006,0.02690663120499623,0.0804604896394537,-0.07617227462858522,0.04160480126915922,2.5,0.5,0.75
0.005959903589889778,0.09401266090415601,0.06339469101896582,-0.39265807152943977,0.03529795598504082,1.0,0.5,0.75
0.004257948832772147,0.0996727074204383,0.04271930544448156,-0.36889302765494014,-0.015993175556264783,1.5,0.1,0.75
0.00268733178484756,0.10175377473207937,0.02641014342635821,-0.45034396231297824,-0.055022581677628746,1.0,0.5,0.85
0.0012740970565565388,0.09741096801601859,0.013079605741593925,-0.43840506495291853,-0.07578515263544561,1.0,0.5,0.8
0.0013908749669330346,0.1461335323829706,0.009517835805734055,-0.704832063726624,-0.18977822784477694,1.0,0.0,0.85
