train_start,test_start,ENTRY,EXIT,VIX_Q,FX_Q,sharpe,ann_ret,ann_vol,mdd
2020-07-03,2022-07-03,0.8,0.1,0.9,0.9,1.1814532415965304,0.1686220734715579,0.14272428864276865,-0.09017458384549704
2021-01-03,2023-01-03,0.8,0.1,0.9,0.9,-0.4091823876445816,-0.05620012294592547,0.13734736548519594,-0.14857928607695048
2021-07-03,2023-07-03,1.0,0.1,0.9,0.85,0.354521754311492,0.04743780744647761,0.1338078887108223,-0.046810533088475936
2022-01-03,2024-01-03,1.5,0.1,0.9,0.8,-1.588464489930308,-0.11261233281220467,0.07089383081969015,-0.07281429373000647
2022-07-03,2024-07-03,1.5,0.1,0.8,0.9,-1.3612341028937007,-0.11269291059140674,0.08278731068509453,-0.08045130281587343
2023-01-03,2025-01-03,1.5,0.1,0.75,0.9,0.27445563087585,0.014544758133525688,0.05299493432548669,-0.03461127977071443
2023-07-03,2025-07-03,1.0,0.4,0.75,0.8,0.30402790610121383,0.04442837236860356,0.14613254729917102,-0.10503167832750415
